id,count
0,86.6378139088743
1,235.6649050582798
2,85.36680387151087
4,31.951464692922904
5,39.79585301880621
10,121.41006970223323
11,166.855371403141
12,299.07262069221673
15,30.479002338925223
17,84.00540648917446
18,284.2068369268417
23,247.19967543791904
25,112.22892551267991
26,39.32457582151896
31,248.7971620893469
39,177.88723015145894
40,24.9527959935685
41,205.0426605750241
42,295.91337310555116
43,163.6376027084442
51,223.83220837734555
52,76.14075570113994
54,18.234098935578878
60,134.94392331825262
61,138.09424078083254
62,107.96198829847509
63,23.987965249489406
65,119.50600121919295
66,113.85489372867201
68,157.4153990357592
71,91.21364487262787
80,25.36651027928279
82,66.43556774357434
94,131.88829765894926
98,267.18857528249725
101,28.650189469765806
102,134.52273758240747
107,95.33775104542268
112,229.0667869640846
113,71.23321279543359
115,67.24119992748238
116,118.5821155285395
120,163.06090000457343
121,87.37753178207583
122,297.11831567780433
132,189.11108596098285
143,72.35655136243935
147,67.24119992748238
150,18.98222091004048
151,91.21364487262787
152,256.8781266730118
153,91.21364487262787
155,175.8589477430865
156,49.45332371477693
159,192.61794757976102
161,159.10742117655096
163,39.595675112299105
177,172.44689600585974
186,18.234098935578878
188,17.646901253466847
190,87.03858689779679
191,89.46750565607277
192,264.88726890152304
195,283.0325395945905
200,168.59793632577214
209,288.6173636474111
210,17.414275558287027
211,227.44989722637132
214,153.21587680191075
215,25.096187046959553
218,112.53349095730066
219,38.94212684192712
222,159.81728943051922
225,18.234098935578878
228,296.09972151334813
236,214.15316187203518
241,30.408838410476186
242,174.7605029056489
243,229.9750083739755
245,18.234098935578878
247,268.37842211029914
251,130.8801228422053
252,86.77325595680796
253,91.21364487262787
254,89.19258996046501
258,290.48847481238795
260,66.43556774357434
261,172.67403569060102
265,91.21364487262787
266,272.5648114332053
267,263.05948789234736
269,175.89208523044937
270,66.85453326081571
275,109.51352664884917
278,39.849627480005395
279,91.77160283058583
286,87.99227110832311
287,24.616174558776244
288,202.16874339649374
289,164.04231082255032
293,18.234098935578878
294,182.49275349087085
297,57.50336433463356
302,110.65448593314589
303,71.23321279543359
304,41.38175045470364
307,109.18369735864252
309,18.234098935578878
311,183.12157544407106
312,137.6497958309741
314,197.64446637671898
315,234.25515540664048
319,186.12664839726403
322,110.82021296781879
323,67.24119992748238
325,125.0475000697099
327,258.314045385617
330,39.32457582151896
332,205.5100527177382
333,18.234098935578878
338,108.22622116816632
341,111.21451711280147
345,212.8710034808815
348,129.6320927218252
349,39.595675112299105
350,117.59578432891621
352,67.24119992748238
355,15.074521283315946
356,193.862683312825
358,67.24119992748238
363,128.77395798613443
369,164.77971794612876
371,18.98222091004048
372,137.89014958451205
375,288.04710025020023
380,126.5682801822634
388,39.595675112299105
391,134.39852568098576
392,257.1152892087478
393,309.69357476490876
394,184.16164733834322
396,25.096187046959553
401,29.96864186196993
407,91.62886885609839
409,91.77160283058583
410,113.31351800183793
416,121.22620188426423
418,121.21379083381481
420,152.28041223231415
421,207.6477026069602
422,128.31217456236652
424,282.61189255512176
428,280.1262304942171
429,248.42045183341907
431,172.92381715304484
435,15.821943959367166
439,121.1675160261946
441,17.188608891620362
447,91.21364487262787
449,143.22843222733297
451,153.33894260335478
452,18.234098935578878
454,204.4661663763245
458,253.71864050189345
463,136.05056599360995
467,17.653145323060404
470,240.62167364355008
471,165.42485802414842
474,272.3356695489949
478,18.234098935578878
483,113.40599178666446
484,147.17434301462623
485,91.21364487262787
486,132.80013774162376
491,106.0128020731043
494,112.09797155061305
495,237.40476996549714
497,199.71523762411235
499,183.42533278113066
515,119.81294391144293
518,207.06249821135705
521,167.2590650600921
525,143.68065556558838
529,252.36426166655576
532,141.63714663901175
534,91.21364487262787
540,91.21364487262787
544,285.2181126863784
547,178.97965655277142
549,39.595675112299105
563,39.32457582151896
564,157.06380967351038
