id,count
0,106.0
1,164.0
2,104.0
4,49.0
5,93.0
10,129.0
11,5.0
12,300.0
15,15.0
17,134.0
18,252.0
23,248.0
25,114.0
26,36.0
31,214.0
39,229.0
40,29.0
41,214.0
42,380.0
43,133.0
51,300.0
52,117.0
54,28.0
60,138.0
61,155.0
62,119.0
63,35.0
65,118.0
66,129.0
68,229.0
71,30.0
80,30.0
82,137.0
94,97.0
98,278.0
101,49.0
102,229.0
107,5.0
112,324.0
113,82.0
115,137.0
116,127.0
120,215.0
121,30.0
122,324.0
132,244.0
143,82.0
147,137.0
150,15.0
151,80.0
152,300.0
153,86.0
155,222.0
156,64.0
159,284.0
161,51.0
163,36.0
177,284.0
186,2.0
188,17.0
190,106.0
191,19.0
192,305.0
195,331.0
200,143.0
209,324.0
210,9.0
211,173.0
214,5.0
215,14.0
218,95.0
219,50.0
222,236.0
225,14.0
228,310.0
236,284.0
241,37.0
242,158.0
243,215.0
245,11.0
247,252.0
251,229.0
252,103.0
253,89.0
254,79.0
258,293.0
260,137.0
261,159.0
265,137.0
266,252.0
267,324.0
269,133.0
270,137.0
275,92.0
278,52.0
279,80.0
286,103.0
287,30.0
288,315.0
289,143.0
293,19.0
294,158.0
297,137.0
302,137.0
303,82.0
304,64.0
307,109.0
309,28.0
311,180.0
312,143.0
314,187.0
315,317.0
319,152.0
322,119.0
323,137.0
325,108.0
327,252.0
330,52.0
332,284.0
333,19.0
338,95.0
341,124.0
345,213.0
348,339.0
349,52.0
350,129.0
352,137.0
355,17.0
356,123.0
358,137.0
363,121.0
369,226.0
371,18.0
372,229.0
375,252.0
380,115.0
388,45.0
391,181.0
392,310.0
393,431.0
394,191.0
396,34.0
401,49.0
407,137.0
409,76.0
410,115.0
416,42.0
418,129.0
420,167.0
421,227.0
422,181.0
424,317.0
428,300.0
429,126.0
431,5.0
435,9.0
439,129.0
441,9.0
447,80.0
449,181.0
451,133.0
452,28.0
454,296.0
458,126.0
463,137.0
467,9.0
470,305.0
471,133.0
474,324.0
478,19.0
483,135.0
484,108.0
485,86.0
486,114.0
491,87.0
494,74.0
495,252.0
497,213.0
499,304.0
515,92.0
518,186.0
521,236.0
525,167.0
529,263.0
532,138.0
534,137.0
540,137.0
544,252.0
547,133.0
549,45.0
563,39.0
564,126.0
567,137.0
572,113.0
577,181.0
578,317.0
585,300.0
588,133.0
589,104.0
590,119.0
592,28.0
594,305.0
596,14.0
598,300.0
599,121.0
605,49.0
606,138.0
607,252.0
608,191.0
609,137.0
610,252.0
611,241.0
614,133.0
615,315.0
616,213.0
617,92.0
618,278.0
624,135.0
629,184.0
631,106.0
633,117.0
637,15.0
638,87.0
643,137.0
644,140.0
645,40.0
646,182.0
648,250.0
650,49.0
651,241.0
652,252.0
656,140.0
657,28.0
659,82.0
660,109.0
662,95.0
665,425.0
675,317.0
681,131.0
682,109.0
685,19.0
686,284.0
689,32.0
696,92.0
703,140.0
704,89.0
705,109.0
714,274.0
717,117.0
718,28.0
720,103.0
721,164.0
723,315.0
726,222.0
728,165.0
730,241.0
731,34.0
734,342.0
737,91.0
738,19.0
745,127.0
746,29.0
749,228.0
752,32.0
753,222.0
758,315.0
765,14.0
766,176.0
768,86.0
769,248.0
774,120.0
775,118.0
781,137.0
784,324.0
794,16.0
795,271.0
796,86.0
802,213.0
803,241.0
805,40.0
806,271.0
807,87.0
809,20.0
810,151.0
812,222.0
814,135.0
818,290.0
819,126.0
825,137.0
836,104.0
839,92.0
847,290.0
848,241.0
851,181.0
852,121.0
853,49.0
857,133.0
858,40.0
859,290.0
861,8.0
867,95.0
870,290.0
871,213.0
872,348.0
874,431.0
881,284.0
886,107.0
890,137.0
895,167.0
899,78.0
900,271.0
901,278.0
902,127.0
903,49.0
913,205.0
918,150.0
923,109.0
924,45.0
926,34.0
927,19.0
930,213.0
934,45.0
937,138.0
939,109.0
941,103.0
942,431.0
946,271.0
950,92.0
953,57.0
959,134.0
961,15.0
962,103.0
964,134.0
969,233.0
971,107.0
976,19.0
978,315.0
980,271.0
981,120.0
990,425.0
993,28.0
996,16.0
998,331.0
999,284.0
1006,111.0
1008,9.0
1013,15.0
1015,87.0
1016,113.0
1022,271.0
1026,214.0
1028,304.0
1031,82.0
1034,137.0
1037,142.0
1040,137.0
1042,19.0
1046,19.0
1048,87.0
1049,109.0
1050,137.0
1051,102.0
1052,214.0
1055,241.0
1060,92.0
1064,15.0
1066,82.0
1071,92.0
1073,14.0
1089,226.0
1091,104.0
1092,100.0
1093,241.0
1096,271.0
1097,216.0
1098,16.0
1099,39.0
1102,115.0
1107,117.0
1109,19.0
1111,45.0
1112,111.0
1114,310.0
1116,293.0
1117,113.0
1118,82.0
1122,120.0
1124,284.0
1127,137.0
1133,127.0
1134,45.0
1135,109.0
1139,271.0
1143,137.0
1150,124.0
1151,111.0
1153,271.0
1155,34.0
1162,30.0
1163,228.0
1166,14.0
1171,68.0
1172,14.0
1173,205.0
1174,71.0
1177,79.0
1178,214.0
1184,222.0
1185,94.0
1186,132.0
1187,226.0
1188,271.0
1191,112.0
1207,105.0
1213,45.0
1215,92.0
1223,304.0
1227,111.0
1236,137.0
1237,137.0
1238,19.0
1241,29.0
1248,19.0
1250,37.0
1251,92.0
1253,124.0
1255,92.0
1257,172.0
1261,135.0
1262,398.0
1265,120.0
1273,150.0
1277,271.0
1278,112.0
1280,124.0
1284,213.0
1285,271.0
1288,30.0
1295,108.0
1297,398.0
1299,239.0
1304,138.0
1308,40.0
1310,87.0
1311,221.0
1314,106.0
1315,119.0
1318,42.0
1320,271.0
1321,335.0
1322,278.0
1330,91.0
1333,152.0
1334,127.0
1341,120.0
1344,109.0
1351,109.0
1354,74.0
1356,137.0
1363,111.0
1365,213.0
1369,221.0
1373,137.0
1375,94.0
1377,80.0
1379,120.0
1380,271.0
1381,74.0
1384,151.0
1390,309.0
1393,315.0
1395,137.0
1399,286.0
1400,116.0
1401,236.0
1404,221.0
1408,2.0
1409,5.0
1413,213.0
1416,335.0
1418,92.0
1423,117.0
1424,34.0
1425,28.0
1433,219.0
1434,135.0
1436,366.0
1442,271.0
1444,78.0
1445,138.0
1452,226.0
1455,150.0
1462,137.0
1467,82.0
1472,20.0
1475,241.0
1493,83.0
1501,228.0
1503,324.0
1504,164.0
1505,14.0
1511,284.0
1512,137.0
1513,91.0
1514,30.0
1528,173.0
1533,316.0
1534,35.0
1536,134.0
1537,103.0
1539,305.0
1550,193.0
1552,198.0
1554,214.0
1555,431.0
1556,74.0
1559,5.0
1563,127.0
1566,181.0
1567,214.0
1568,35.0
1571,216.0
1572,22.0
1574,137.0
1577,14.0
1583,88.0
1585,35.0
1586,214.0
1587,151.0
1596,173.0
1602,5.0
1604,82.0
1605,33.0
1610,271.0
1611,95.0
1616,46.0
1617,87.0
1618,14.0
1622,33.0
1623,33.0
1628,271.0
1631,10.0
1632,284.0
1633,227.0
1634,293.0
1636,109.0
1637,92.0
1643,236.0
1644,87.0
1646,103.0
1648,198.0
1651,33.0
1656,24.0
1658,165.0
1659,22.0
1665,222.0
1666,165.0
1670,30.0
1674,109.0
1679,187.0
1680,304.0
1683,342.0
1686,46.0
1691,92.0
1693,33.0
1696,46.0
1697,89.0
1703,117.0
1706,30.0
1709,107.0
1710,86.0
1712,215.0
1713,199.0
1718,300.0
1719,284.0
1722,271.0
1723,199.0
1724,271.0
1728,82.0
1730,30.0
1732,21.0
1737,28.0
1745,100.0
1747,14.0
1748,2.0
1755,91.0
1759,14.0
1761,271.0
1764,315.0
1765,173.0
1766,98.0
1768,69.0
1770,35.0
1771,134.0
1774,87.0
1785,132.0
1788,229.0
1792,28.0
1794,205.0
1797,148.0
1798,17.0
1799,215.0
1802,92.0
1806,70.0
1808,117.0
1810,188.0
1818,111.0
1819,431.0
1820,271.0
1822,205.0
1826,109.0
1827,127.0
1835,24.0
1841,111.0
1842,42.0
1843,24.0
1846,53.0
1849,226.0
1850,102.0
1851,241.0
1857,137.0
1858,171.0
1860,87.0
1861,213.0
1864,135.0
1869,335.0
1871,137.0
1872,14.0
1875,8.0
1878,316.0
1879,205.0
1885,94.0
1888,22.0
1889,46.0
1890,92.0
1896,109.0
1897,152.0
1898,151.0
1900,69.0
1905,7.0
1908,135.0
1909,92.0
1913,137.0
1918,79.0
1922,310.0
1923,151.0
1925,271.0
1926,339.0
1927,331.0
1930,213.0
1935,82.0
1939,79.0
1942,87.0
1943,73.0
1948,176.0
1949,271.0
1951,119.0
1953,108.0
1959,92.0
1963,22.0
1967,124.0
1973,271.0
1975,32.0
1976,71.0
1990,111.0
1993,79.0
1997,180.0
1999,151.0
2001,317.0
2004,90.0
2010,95.0
2013,91.0
2017,271.0
2021,113.0
2023,180.0
2026,135.0
2037,5.0
2039,267.0
2041,28.0
2046,33.0
2050,28.0
2060,109.0
2067,87.0
2069,199.0
2072,271.0
2074,116.0
2079,91.0
2083,32.0
2085,191.0
2087,10.0
2093,135.0
2094,15.0
2097,5.0
2103,95.0
2104,137.0
2107,126.0
2108,5.0
2110,111.0
2115,127.0
2117,30.0
2125,324.0
2127,219.0
2133,28.0
2134,431.0
2135,150.0
2141,213.0
2143,43.0
2145,75.0
2146,35.0
2147,305.0
2148,137.0
2149,137.0
2165,132.0
2166,130.0
2177,241.0
