id,count
0,104.55
1,203.6
2,77.78
4,27.7
5,72.76
10,122.67
11,190.0
12,330.98
15,33.52
17,117.12
18,313.15
23,240.71
25,87.47
26,40.01
31,209.96
39,157.75
40,26.97
41,185.0
42,367.07
43,153.95
51,227.0
52,85.94
54,15.43
60,137.51
61,136.08
62,117.8
63,30.46
65,116.5
66,108.76
68,153.27
71,73.6
80,29.23
82,58.87
94,130.12
98,280.1
101,32.41
102,132.72
107,112.08
112,236.89
113,83.83
115,61.13
116,122.75
120,168.8
121,81.64
122,334.26
132,188.98
143,92.7
147,60.89
150,17.51
151,87.76
152,234.08
153,92.84
155,183.43
156,88.98
159,200.88
161,128.19
163,45.09
177,184.68
186,13.15
188,19.83
190,99.82
191,81.41
192,258.73
195,310.74
200,136.65
209,314.23
210,15.54
211,240.96
214,125.88
215,26.28
218,104.13
219,35.68
222,117.04
225,14.58
228,321.46
236,228.01
241,35.54
242,183.63
243,240.18
245,17.72
247,248.11
251,135.82
252,87.05
253,87.68
254,90.38
258,339.05
260,49.05
261,165.7
265,117.72
266,292.03
267,300.2
269,158.2
270,66.11
275,99.32
278,33.07
279,81.91
286,103.04
287,27.09
288,227.31
289,134.77
293,18.3
294,155.47
297,38.1
302,122.14
303,74.07
304,73.4
307,100.93
309,16.86
311,161.22
312,124.62
314,178.39
315,235.15
319,154.07
322,120.7
323,62.83
325,131.93
327,246.66
330,33.47
332,203.94
333,17.06
338,100.47
341,104.76
345,179.9
348,125.91
349,45.83
350,115.69
352,63.24
355,14.21
356,224.86
358,66.08
363,132.54
369,162.35
371,17.71
372,142.3
375,309.95
380,131.23
388,45.75
391,148.08
392,256.38
393,380.51
394,201.9
396,27.63
401,38.08
407,108.31
409,86.75
410,113.51
416,106.1
418,122.37
420,152.64
421,231.96
422,135.14
424,292.93
428,336.81
429,235.61
431,156.29
435,9.71
439,112.79
441,10.43
447,96.82
449,145.96
451,138.52
452,16.26
454,209.77
458,223.5
463,126.26
467,14.85
470,221.92
471,166.05
474,288.44
478,17.53
483,122.24
484,127.98
