id,count
0,99.58
1,218.58
2,90.78
4,32.18
5,63.55
10,125.55
11,186.69
12,328.54
15,33.79
17,112.88
18,299.75
23,246.26
25,89.08
26,35.93
31,209.47
39,144.2
40,28.18
41,180.8
42,360.18
43,149.11
51,227.56
52,77.63
54,15.75
60,138.21
61,142.91
62,113.15
63,30.93
65,115.07
66,114.72
68,143.03
71,72.89
80,29.75
82,60.37
94,135.16
98,257.93
101,33.58
102,131.15
107,102.95
112,259.51
113,77.01
115,51.11
116,122.5
120,155.57
121,83.36
122,347.72
132,204.04
143,83.23
147,56.79
150,17.15
151,84.52
152,227.71
153,95.15
155,190.66
156,83.07
159,190.7
161,126.77
163,44.58
177,171.83
186,12.35
188,19.1
190,86.73
191,79.06
192,260.3
195,322.36
200,151.84
209,318.67
210,15.62
211,242.69
214,137.59
215,25.99
218,98.5
219,33.15
222,114.55
225,15.07
228,328.53
236,217.12
241,36.13
242,176.31
243,233.12
245,18.7
247,250.14
251,135.84
252,84.43
253,83.85
254,82.94
258,323.41
260,45.9
261,161.09
265,115.4
266,285.46
267,298.32
269,146.53
270,63.4
275,99.13
278,31.62
279,83.04
286,91.05
287,28.56
288,214.64
289,147.49
293,16.63
294,146.68
297,37.25
302,122.6
303,62.27
304,62.83
307,99.05
309,17.19
311,161.28
312,118.19
314,178.0
315,237.79
319,153.34
322,114.54
323,61.62
325,126.09
327,243.15
330,30.89
332,194.16
333,15.89
338,99.73
341,108.36
345,191.12
348,115.07
349,44.51
350,121.47
352,56.27
355,14.42
356,217.76
358,58.59
363,126.89
369,156.88
371,17.07
372,149.42
375,318.6
380,130.84
388,44.44
391,144.83
392,258.67
393,372.4
394,215.25
396,27.59
401,37.23
407,110.58
409,85.77
410,115.69
416,108.62
418,126.92
420,150.91
421,232.87
422,131.1
424,278.63
428,327.66
429,250.13
431,161.24
435,8.71
439,116.24
441,11.55
447,96.74
449,143.66
451,140.33
452,16.05
454,206.37
458,240.78
463,121.16
467,14.71
470,249.78
471,149.41
474,301.9
478,15.77
483,122.39
484,120.69
485,87.56
486,130.92
491,100.62
494,97.99
495,243.47
497,210.94
499,160.37
515,109.89
518,218.34
521,170.06
525,156.85
529,247.2
532,137.95
534,110.9
540,112.69
544,301.36
547,156.31
549,44.33
563,36.76
564,140.97
567,122.72
572,110.81
577,120.47
578,284.19
585,337.01
588,139.35
589,125.93
590,105.31
592,17.08
594,229.39
596,13.99
598,340.36
599,145.34
605,39.12
606,133.53
607,247.01
608,217.76
609,61.63
610,278.19
611,183.86
614,133.22
615,208.89
616,255.02
617,126.81
618,236.17
624,120.96
629,134.96
631,93.92
633,97.53
637,25.69
638,105.04
643,74.6
644,140.04
645,31.64
646,202.57
